"2007 SCOTTISH LOCAL ELECTION RESULTS";;;;;;;;;;;;;;;;;;;
"District";"Ward";"Candidate";"Party";"First prefs";"Elected";;;;;;;;;;;;;;
"Edinburgh";"Pentland Hills";"Ronald Cairns ";"SNP";2238;1;;;;;;;;;;;;;;
"Edinburgh";"Pentland Hills";"Ricky Henderson ";"Lab";2148;1;;;;;;;;;;;;;;
"Edinburgh";"Pentland Hills";"Andy MacIver ";"C";2074;;;;;;;;;;;;;;;
"Edinburgh";"Pentland Hills";"Iain Coleman ";"LD";1255;;;;;;;;;;;;;;;
"Edinburgh";"Pentland Hills";"Shonagh McEwan ";"Grn";479;;;;;;;;;;;;;;;
"Edinburgh";"Pentland Hills";"Alister Black ";"SSP";116;;;;;;;;;;;;;;;
"Edinburgh";"Pentland Hills";"Irvine McMinn ";"Lib";94;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Michael Bridgman ";"SNP";2654;1;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Maureen Child ";"Lab";2076;1;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Alison Miller ";"C";1041;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Lawrence Marshall ";"Lab";849;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Stephen Hawkins ";"LD";791;1;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Peter McColl ";"Grn";635;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Norrie Davies ";"Ind";302;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Archie Burns ";"Ind";291;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Margaret Munro ";"Ind";244;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Caroline Hosking ";"Sol";187;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Massimo Circi ";"Lib";114;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Jan Moran ";"SSP";73;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"John Smart ";"Ind";19;;;;;;;;;;;;;;;
"Edinburgh";"Portobello/Craigmillar";"Gerry Kerr ";"Ind";5;;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Nick Elliott-Cannon ";"SNP";3785;1;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Eric Milligan ";"Lab";3145;1;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Joanna Toomey ";"LD";1300;1;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Iain Gibson ";"C";1180;;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Donald Wilson ";"Lab";1142;1;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"James MacKenzie ";"Grn";702;;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Jason Mangan ";"Sol";238;;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Keith Bell ";"Ind";209;;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Gerry Corbett ";"SSP";168;;;;;;;;;;;;;;;
"Edinburgh";"Sighthill/Gorgie";"Tam Smith ";"Ind";127;;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"Ian Perry ";"Lab";2530;1;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"Cameron Rose ";"C";2516;1;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"Gordon MacKenzie ";"LD";2304;1;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"Steve Burgess ";"Grn";1920;1;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"Liz O'Malley ";"LD";1907;;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"Susanna Lacey ";"SNP";1780;;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"Scott Simpson ";"SSP";146;;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"Margaret Lea ";"Lib";144;;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"James Allinson ";"Sol";140;;;;;;;;;;;;;;;
"Edinburgh";"Southside/Newington";"George Pitcher ";"Ind";81;;;;;;;;;;;;;;;
"Eilean Siar";"An Taobh Siar & Nis";"Iain Morrison ";"Ind";463;1;;;;;;;;;;;;;;
"Eilean Siar";"An Taobh Siar & Nis";"John Mackay ";"Ind";335;1;;;;;;;;;;;;;;
"Eilean Siar";"An Taobh Siar & Nis";"Kenneth Murray ";"Ind";313;1;;;;;;;;;;;;;;
"Eilean Siar";"An Taobh Siar & Nis";"Annie MacSween ";"Ind";277;;;;;;;;;;;;;;;
"Eilean Siar";"An Taobh Siar & Nis";"Agnes Rennie ";"Ind";267;1;;;;;;;;;;;;;;
"Eilean Siar";"An Taobh Siar & Nis";"Iain MacLeod ";"Ind";118;;;;;;;;;;;;;;;
"Eilean Siar";"An Taobh Siar & Nis";"Malcolm McTaggart ";"Ind";14;;;;;;;;;;;;;;;
"Eilean Siar";"Barraigh, Bhatarsaigh, Eirisgeigh & Uibhist a Deas";"Donald Manford ";"SNP";723;1;;;;;;;;;;;;;;
"Eilean Siar";"Barraigh, Bhatarsaigh, Eirisgeigh & Uibhist a Deas";"David Blaney ";"Ind";233;1;;;;;;;;;;;;;;
"Eilean Siar";"Barraigh, Bhatarsaigh, Eirisgeigh & Uibhist a Deas";"Peter Carlin ";"Ind";177;1;;;;;;;;;;;;;;
"Eilean Siar";"Barraigh, Bhatarsaigh, Eirisgeigh & Uibhist a Deas";"Ronald Mackinnon ";"Lab";162;;;;;;;;;;;;;;;
"Eilean Siar";"Barraigh, Bhatarsaigh, Eirisgeigh & Uibhist a Deas";"Gerry MacLeod ";"SNP";125;1;;;;;;;;;;;;;;
"Eilean Siar";"Barraigh, Bhatarsaigh, Eirisgeigh & Uibhist a Deas";"Angus Macdonald ";"Ind";57;;;;;;;;;;;;;;;
"Eilean Siar";"Beinn na Foghla & Uibhist a Tuath";"Archie Campbell ";"Lab";459;1;;;;;;;;;;;;;;
"Eilean Siar";"Beinn na Foghla & Uibhist a Tuath";"Uisdean Robertson ";"Ind";343;1;;;;;;;;;;;;;;
"Eilean Siar";"Beinn na Foghla & Uibhist a Tuath";"Martin Taylor ";"Ind";251;1;;;;;;;;;;;;;;
"Eilean Siar";"Beinn na Foghla & Uibhist a Tuath";"Angus Macaulay ";"Ind";203;;;;;;;;;;;;;;;
"Eilean Siar";"Beinn na Foghla & Uibhist a Tuath";"John Huson ";"Ind";58;;;;;;;;;;;;;;;
"Eilean Siar";"Loch a Tuath";"Catriona Stewart ";"Ind";486;1;;;;;;;;;;;;;;
"Eilean Siar";"Loch a Tuath";"Kenneth MacIver ";"Ind";249;1;;;;;;;;;;;;;;
"Eilean Siar";"Loch a Tuath";"Iain Macdonald ";"SNP";235;;;;;;;;;;;;;;;
"Eilean Siar";"Loch a Tuath";"John MacIver ";"Ind";233;1;;;;;;;;;;;;;;
"Eilean Siar";"Loch a Tuath";"Alasdair Nicholson ";"Ind";147;;;;;;;;;;;;;;;
"Eilean Siar";"Na Hearadh & Ceann a Deas nan Loch";"Morag Munro ";"Ind";583;1;;;;;;;;;;;;;;
"Eilean Siar";"Na Hearadh & Ceann a Deas nan Loch";"Catherine Macdonald ";"Ind";239;1;;;;;;;;;;;;;;
"Eilean Siar";"Na Hearadh & Ceann a Deas nan Loch";"Philip McLean ";"SNP";136;1;;;;;;;;;;;;;;
"Eilean Siar";"Na Hearadh & Ceann a Deas nan Loch";"Donald MacLeod ";"Ind";84;;;;;;;;;;;;;;;
"Eilean Siar";"Na Hearadh & Ceann a Deas nan Loch";"Morris Black ";"Ind";76;;;;;;;;;;;;;;;
"Eilean Siar";"Na Hearadh & Ceann a Deas nan Loch";"Paul Blake ";"LD";71;;;;;;;;;;;;;;;
"Eilean Siar";"Sgir' Uige & Ceann a Tuath nan Loch";"Annie Macdonald ";"SNP";442;1;;;;;;;;;;;;;;
"Eilean Siar";"Sgir' Uige & Ceann a Tuath nan Loch";"Alex Macdonald ";"Ind";406;1;;;;;;;;;;;;;;
"Eilean Siar";"Sgir' Uige & Ceann a Tuath nan Loch";"Norman Macdonald ";"Lab";295;1;;;;;;;;;;;;;;
"Eilean Siar";"Sgir' Uige & Ceann a Tuath nan Loch";"Gordon Anderson ";"Ind";246;;;;;;;;;;;;;;;
"Eilean Siar";"Sgir' Uige & Ceann a Tuath nan Loch";"Alex Mackintosh ";"Ind";130;;;;;;;;;;;;;;;
"Eilean Siar";"Sgir' Uige & Ceann a Tuath nan Loch";"John Macdonald ";"Ind";124;;;;;;;;;;;;;;;
"Eilean Siar";"Sgire an Rubha";"Donald MacSween ";"Ind";497;1;;;;;;;;;;;;;;
"Eilean Siar";"Sgire an Rubha";"Norman MacLeod ";"Ind";450;1;;;;;;;;;;;;;;
"Eilean Siar";"Sgire an Rubha";"Donald Nicholson ";"Ind";245;1;;;;;;;;;;;;;;
"Eilean Siar";"Sgire an Rubha";"Stanley Bennie ";"LD";101;;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Deas";"Charlie Nicolson ";"Ind";683;1;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Deas";"Angus McCormack ";"Ind";529;1;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Deas";"Keith Dodson ";"Ind";292;1;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Deas";"Angus Campbell ";"Ind";188;1;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Deas";"David Morrison ";"Ind";137;;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Deas";"Jean Davis ";"LD";60;;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Tuath";"Murdo MacLeod ";"Ind";920;1;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Tuath";"Roddie Mackay ";"Ind";305;1;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Tuath";"Iain Mackenzie ";"Ind";212;1;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Tuath";"Neil Campbell ";"Ind";168;1;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Tuath";"John Cole ";"LD";108;;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Tuath";"Angus Macmillan ";"Ind";95;;;;;;;;;;;;;;;
"Eilean Siar";"Steòrnabhagh a Tuath";"Colin Scott ";"Ind";20;;;;;;;;;;;;;;;
"Falkirk";"Bo'ness & Blackness";"Harry Constable ";"SNP";1723;1;;;;;;;;;;;;;;
"Falkirk";"Bo'ness & Blackness";"Adrian Mahoney ";"Lab";1460;1;;;;;;;;;;;;;;
"Falkirk";"Bo'ness & Blackness";"John Constable ";"SNP";1221;1;;;;;;;;;;;;;;
"Falkirk";"Bo'ness & Blackness";"Lynn Munro ";"C";793;;;;;;;;;;;;;;;
"Falkirk";"Bo'ness & Blackness";"Ken Wright ";"Lab";532;;;;;;;;;;;;;;;
"Falkirk";"Bo'ness & Blackness";"Rob Willox ";"Ind";268;;;;;;;;;;;;;;;
"Falkirk";"Bo'ness & Blackness";"Garry Chapman ";"SSP";239;;;;;;;;;;;;;;;
"Falkirk";"Bonnybridge & Larbert";"Tom Coleman ";"SNP";1916;1;;;;;;;;;;;;;;
"Falkirk";"Bonnybridge & Larbert";"Billy Buchanan ";"Ind";1566;1;;;;;;;;;;;;;;
"Falkirk";"Bonnybridge & Larbert";"Linda Gow ";"Lab";1557;1;;;;;;;;;;;;;;
"Falkirk";"Bonnybridge & Larbert";"Juliet Martin ";"C";576;;;;;;;;;;;;;;;
"Falkirk";"Bonnybridge & Larbert";"David Robertson ";"Grn";302;;;;;;;;;;;;;;;
"Falkirk";"Bonnybridge & Larbert";"Denis Shovlin ";"Ind";143;;;;;;;;;;;;;;;
"Falkirk";"Bonnybridge & Larbert";"David Fowler ";"SSP";72;;;;;;;;;;;;;;;
"Falkirk";"Carse, Kinnaird & Tryst";"Charles MacDonald ";"Lab";1754;1;;;;;;;;;;;;;;
"Falkirk";"Carse, Kinnaird & Tryst";"Craig Martin ";"Lab";1546;1;;;;;;;;;;;;;;
"Falkirk";"Carse, Kinnaird & Tryst";"Steven Carleschi ";"SNP";1430;1;;;;;;;;;;;;;;
"Falkirk";"Carse, Kinnaird & Tryst";"Lynda Kenna ";"SNP";1080;1;;;;;;;;;;;;;;
"Falkirk";"Carse, Kinnaird & Tryst";"Jim Flynn ";"C";726;;;;;;;;;;;;;;;
"Falkirk";"Carse, Kinnaird & Tryst";"Brian Goldie ";"Ind";374;;;;;;;;;;;;;;;
"Falkirk";"Carse, Kinnaird & Tryst";"Mick McIntosh ";"SSP";92;;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"John McNally ";"SNP";2093;1;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"Jim Blackwood ";"Lab";1707;1;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"Alexander Waddell ";"Ind";991;1;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"Martin Oliver ";"SNP";789;1;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"Khalid Hamid ";"Lab";775;;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"Alistair Hislop ";"C";384;;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"Fiona Buchanan ";"Ind";238;;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"Danny Quinlan ";"SSP";134;;;;;;;;;;;;;;;
"Falkirk";"Denny & Banknock";"Wesley Edmund ";"Ind";83;;;;;;;;;;;;;;;
"Falkirk";"Falkirk N.";"David Alexander ";"SNP";2500;1;;;;;;;;;;;;;;
"Falkirk";"Falkirk N.";"Craig Martin ";"Lab";1408;1;;;;;;;;;;;;;;
"Falkirk";"Falkirk N.";"Pat Reid ";"Lab";1293;1;;;;;;;;;;;;;;
"Falkirk";"Falkirk N.";"Cecil Meiklejohn ";"SNP";689;1;;;;;;;;;;;;;;
"Falkirk";"Falkirk N.";"Alison Harris ";"C";562;;;;;;;;;;;;;;;
"Falkirk";"Falkirk N.";"Gavin Chomczuk ";"LD";451;;;;;;;;;;;;;;;
"Falkirk";"Falkirk N.";"Margaret Laurie ";"Ind";136;;;;;;;;;;;;;;;
"Falkirk";"Falkirk N.";"Gordon Clubb ";"SSP";94;;;;;;;;;;;;;;;
"Falkirk";"Falkirk S.";"Gerry Goldie ";"Lab";2528;1;;;;;;;;;;;;;;
"Falkirk";"Falkirk S.";"Georgie Thomson ";"SNP";2192;1;;;;;;;;;;;;;;
"Falkirk";"Falkirk S.";"John Patrick ";"C";1482;1;;;;;;;;;;;;;;
"Falkirk";"Falkirk S.";"Joe Lemetti ";"Lab";853;1;;;;;;;;;;;;;;
"Falkirk";"Falkirk S.";"Ronald Buchanan ";"Ind";390;;;;;;;;;;;;;;;
"Falkirk";"Falkirk S.";"Mark Straub ";"SSP";127;;;;;;;;;;;;;;;
"Falkirk";"Grangemouth";"Angus MacDonald ";"SNP";1954;1;;;;;;;;;;;;;;
"Falkirk";"Grangemouth";"Allyson Black ";"Lab";1497;1;;;;;;;;;;;;;;
"Falkirk";"Grangemouth";"Robert Spears ";"Ind";1412;1;;;;;;;;;;;;;;
"Falkirk";"Grangemouth";"Alistair McNeill ";"Lab";1087;1;;;;;;;;;;;;;;
"Falkirk";"Grangemouth";"Stuart Martin ";"C";711;;;;;;;;;;;;;;;
"Falkirk";"Grangemouth";"Angus Rae ";"SNP";238;;;;;;;;;;;;;;;
"Falkirk";"Grangemouth";"Carol Hainey ";"SSP";96;;;;;;;;;;;;;;;
"Falkirk";"Lower Braes";"Malcolm Nicol ";"C";2046;1;;;;;;;;;;;;;;
"Falkirk";"Lower Braes";"Steven Jackson ";"SNP";1281;1;;;;;;;;;;;;;;
"Falkirk";"Lower Braes";"Alan Nimmo ";"Lab";1108;1;;;;;;;;;;;;;;
"Falkirk";"Lower Braes";"Ricky Wilson ";"Ind";963;;;;;;;;;;;;;;;
"Falkirk";"Lower Braes";"Norman Philip ";"Grn";233;;;;;;;;;;;;;;;
"Falkirk";"Lower Braes";"William McSporran ";"SSP";74;;;;;;;;;;;;;;;
"Falkirk";"Upper Braes";"Gordon Hughes ";"SNP";1961;1;;;;;;;;;;;;;;
"Falkirk";"Upper Braes";"Stephen Fry ";"Lab";1388;1;;;;;;;;;;;;;;
"Falkirk";"Upper Braes";"John McLuckie ";"Lab";1167;1;;;;;;;;;;;;;;
"Falkirk";"Upper Braes";"Drew Lapsley ";"C";804;;;;;;;;;;;;;;;
"Falkirk";"Upper Braes";"Neil Durning ";"Ind";555;;;;;;;;;;;;;;;
"Falkirk";"Upper Braes";"Mary Straub ";"SSP";100;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Andrew Rodger ";"Ind";2114;1;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Tom Adams ";"Lab";1456;1;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Arthur Robertson ";"SNP";712;1;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Stuart MacPhail ";"SNP";647;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Jim Young ";"Lab";460;1;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"John O'Brien ";"Ind";225;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Anne Flack ";"Ind";195;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Ricky Janetta ";"Ind";164;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Lois Lothian ";"LD";107;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"David Stacey ";"C";97;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Jim McLean ";"SSP";53;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"Kris Seunarine ";"UKIP";32;;;;;;;;;;;;;;;
"Fife";"Buckhaven, Methil & Wemyss Villages";"William Wallace ";"Ind";19;;;;;;;;;;;;;;;
"Fife";"Burntisland, Kinghorn & Western Kirkcaldy";"George Kay ";"SNP";2204;1;;;;;;;;;;;;;;
"Fife";"Burntisland, Kinghorn & Western Kirkcaldy";"Ron Edwards ";"Lab";1344;1;;;;;;;;;;;;;;
"Fife";"Burntisland, Kinghorn & Western Kirkcaldy";"Susan Leslie ";"LD";910;1;;;;;;;;;;;;;;
"Fife";"Burntisland, Kinghorn & Western Kirkcaldy";"Collett Savona ";"Lab";649;;;;;;;;;;;;;;;
"Fife";"Burntisland, Kinghorn & Western Kirkcaldy";"Jamie Potton ";"C";567;;;;;;;;;;;;;;;
"Fife";"Burntisland, Kinghorn & Western Kirkcaldy";"Peter Adams ";"UKIP";164;;;;;;;;;;;;;;;
"Fife";"Cowdenbeath";"John Simpson ";"Lab";1414;1;;;;;;;;;;;;;;
"Fife";"Cowdenbeath";"Alex Maxwell ";"Ind";1350;1;;;;;;;;;;;;;;
"Fife";"Cowdenbeath";"Alistair Bain ";"SNP";968;1;;;;;;;;;;;;;;
"Fife";"Cowdenbeath";"Lesley McEwan ";"Lab";624;;;;;;;;;;;;;;;
"Fife";"Cowdenbeath";"Robert Arnott ";"Ind";384;;;;;;;;;;;;;;;
"Fife";"Cowdenbeath";"Mary Hipwell ";"LD";246;;;;;;;;;;;;;;;
"Fife";"Cowdenbeath";"Keith Smith ";"C";148;;;;;;;;;;;;;;;
"Fife";"Cupar";"Margaret Kennedy ";"LD";1511;1;;;;;;;;;;;;;;
"Fife";"Cupar";"Bryan Poole ";"Ind";1264;1;;;;;;;;;;;;;;
"Fife";"Cupar";"Roger Guy ";"C";1154;1;;;;;;;;;;;;;;
"Fife";"Cupar";"Noel Dolan ";"SNP";887;;;;;;;;;;;;;;;
"Fife";"Cupar";"Loretta Mordi ";"LD";887;;;;;;;;;;;;;;;
"Fife";"Cupar";"Jon Dodds ";"Lab";388;;;;;;;;;;;;;;;
"Fife";"Dunfermline C.";"Willie Sullivan ";"Lab";1881;1;;;;;;;;;;;;;;
"Fife";"Dunfermline C.";"Jackie McKenna ";"LD";1774;1;;;;;;;;;;;;;;
"Fife";"Dunfermline C.";"Lizz Mogg ";"SNP";1574;1;;;;;;;;;;;;;;
"Fife";"Dunfermline C.";"Joe Rosiejak ";"LD";1488;1;;;;;;;;;;;;;;
"Fife";"Dunfermline C.";"Lisa Callaghan ";"C";832;;;;;;;;;;;;;;;
"Fife";"Dunfermline C.";"Graeme Allan ";"Grn";313;;;;;;;;;;;;;;;
"Fife";"Dunfermline N.";"Jim Burke ";"LD";1451;1;;;;;;;;;;;;;;
"Fife";"Dunfermline N.";"Bill McCulloch ";"Lab";1254;1;;;;;;;;;;;;;;
"Fife";"Dunfermline N.";"David Mogg ";"SNP";1236;1;;;;;;;;;;;;;;
"Fife";"Dunfermline N.";"Gill Cunningham ";"LHC";690;;;;;;;;;;;;;;;
"Fife";"Dunfermline N.";"Paul Callaghan ";"C";313;;;;;;;;;;;;;;;
"Fife";"Dunfermline N.";"Robert McGregor ";"Lab";272;;;;;;;;;;;;;;;
"Fife";"Dunfermline N.";"Jason McGilvray ";"Ind";59;;;;;;;;;;;;;;;
"Fife";"Dunfermline S.";"Tony Martin ";"LD";1816;1;;;;;;;;;;;;;;
"Fife";"Dunfermline S.";"Brian Goodall ";"SNP";1583;1;;;;;;;;;;;;;;
"Fife";"Dunfermline S.";"Mike Rumney ";"Lab";1446;1;;;;;;;;;;;;;;
"Fife";"Dunfermline S.";"Bob Young ";"Lab";738;;;;;;;;;;;;;;;
"Fife";"Dunfermline S.";"Dave Walker ";"LD";627;1;;;;;;;;;;;;;;
"Fife";"Dunfermline S.";"Richard Watt ";"C";515;;;;;;;;;;;;;;;
"Fife";"Dunfermline S.";"Angela Dixon ";"Grn";231;;;;;;;;;;;;;;;
"Fife";"East Neuk & Landward";"Elizabeth Riches ";"LD";1696;1;;;;;;;;;;;;;;
"Fife";"East Neuk & Landward";"Mike Scott-Hayward ";"C";1515;1;;;;;;;;;;;;;;
"Fife";"East Neuk & Landward";"Margaret Wight ";"SNP";1041;;;;;;;;;;;;;;;
"Fife";"East Neuk & Landward";"Donald MacGregor ";"LD";816;1;;;;;;;;;;;;;;
"Fife";"East Neuk & Landward";"Reta Russell ";"Lab";387;;;;;;;;;;;;;;;
"Fife";"Glenrothes C. & Thornton";"Dave Cunnningham ";"SNP";1825;1;;;;;;;;;;;;;;
"Fife";"Glenrothes C. & Thornton";"Ian Crichton ";"Lab";1325;1;;;;;;;;;;;;;;
"Fife";"Glenrothes C. & Thornton";"Ross Vettraino ";"SNP";707;1;;;;;;;;;;;;;;
"Fife";"Glenrothes C. & Thornton";"John Mowbray ";"Lab";564;;;;;;;;;;;;;;;
"Fife";"Glenrothes C. & Thornton";"Jane Kerr ";"LD";301;;;;;;;;;;;;;;;
"Fife";"Glenrothes C. & Thornton";"Vina Bullimore ";"Ind";279;;;;;;;;;;;;;;;
"Fife";"Glenrothes C. & Thornton";"Jamie Drew ";"C";269;;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"Fiona Grant ";"SNP";1807;1;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"John Beare ";"SNP";1613;1;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"William Kay ";"Lab";1354;1;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"Kay Morrison ";"Lab";787;1;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"David Mole ";"C";504;;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"Harry Wills ";"LD";411;;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"Alex Lawson ";"Ind";164;;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"Morag Balfour ";"SSP";114;;;;;;;;;;;;;;;
"Fife";"Glenrothes N., Leslie & Markinch";"Paul Smith ";"UKIP";90;;;;;;;;;;;;;;;
"Fife";"Glenrothes W. & Kinglassie";"Peter Grant ";"SNP";1824;1;;;;;;;;;;;;;;
"Fife";"Glenrothes W. & Kinglassie";"Betty Campbell ";"Lab";1627;1;;;;;;;;;;;;;;
"Fife";"Glenrothes W. & Kinglassie";"Alf Patey ";"SNP";1278;1;;;;;;;;;;;;;;
"Fife";"Glenrothes W. & Kinglassie";"Raymond Duguid ";"Lab";585;1;;;;;;;;;;;;;;
"Fife";"Glenrothes W. & Kinglassie";"David Croll ";"C";384;;;;;;;;;;;;;;;
"Fife";"Glenrothes W. & Kinglassie";"Bob Taylor ";"Ind";376;;;;;;;;;;;;;;;
"Fife";"Glenrothes W. & Kinglassie";"David Riches ";"LD";369;;;;;;;;;;;;;;;
"Fife";"Howe of Fife & Tay Coast";"Andrew Arbuckle ";"LD";2091;1;;;;;;;;;;;;;;
"Fife";"Howe of Fife & Tay Coast";"David MacDiarmid ";"SNP";1259;1;;;;;;;;;;;;;;
"Fife";"Howe of Fife & Tay Coast";"Andy Heer ";"C";1143;;;;;;;;;;;;;;;
"Fife";"Howe of Fife & Tay Coast";"Donald Lothian ";"LD";924;1;;;;;;;;;;;;;;
"Fife";"Howe of Fife & Tay Coast";"Bruce Bennett ";"Grn";511;;;;;;;;;;;;;;;
"Fife";"Howe of Fife & Tay Coast";"Iain Miles ";"Lab";477;;;;;;;;;;;;;;;
"Fife";"Howe of Fife & Tay Coast";"Colin Cameron ";"Sol";89;;;;;;;;;;;;;;;
"Fife";"Howe of Fife & Tay Coast";"James Fretwell ";"Ind";75;;;;;;;;;;;;;;;
"Fife";"Inverkeithing & Dalgety Bay";"Alice McGarry ";"SNP";2172;1;;;;;;;;;;;;;;
"Fife";"Inverkeithing & Dalgety Bay";"Bob Eadie ";"Lab";1510;1;;;;;;;;;;;;;;
"Fife";"Inverkeithing & Dalgety Bay";"Dave Herbert ";"LD";1337;1;;;;;;;;;;;;;;
"Fife";"Inverkeithing & Dalgety Bay";"Dave Dempsey ";"C";1291;1;;;;;;;;;;;;;;
"Fife";"Inverkeithing & Dalgety Bay";"Jim Philp ";"Lab";512;;;;;;;;;;;;;;;
"Fife";"Inverkeithing & Dalgety Bay";"Ian Sinclair ";"Grn";349;;;;;;;;;;;;;;;
"Fife";"Inverkeithing & Dalgety Bay";"Chris Ashton ";"UKIP";137;;;;;;;;;;;;;;;
"Fife";"Inverkeithing & Dalgety Bay";"David Noble ";"SSP";60;;;;;;;;;;;;;;;
"Fife";"Kirkcaldy C.";"David Torrance ";"SNP";1795;1;;;;;;;;;;;;;;
"Fife";"Kirkcaldy C.";"Judy Hamilton ";"Lab";1227;1;;;;;;;;;;;;;;
"Fife";"Kirkcaldy C.";"Alice Soper ";"LD";1075;1;;;;;;;;;;;;;;
"Fife";"Kirkcaldy C.";"John Mackenzie ";"Lab";965;;;;;;;;;;;;;;;
"Fife";"Kirkcaldy C.";"Susan McCulloch ";"C";462;;;;;;;;;;;;;;;
"Fife";"Kirkcaldy C.";"Steve West ";"Sol";114;;;;;;;;;;;;;;;
"Fife";"Kirkcaldy E.";"George Leslie ";"SNP";1680;1;;;;;;;;;;;;;;
